age,income,tenure,usage,treatment,outcome
45.960569836134795,49822.57904269167,0.17182733344129855,22.585829391708273,1,0
38.340828385945784,55417.508054195205,12.756703897801824,71.51024372852497,1,1
47.77226245720831,51039.284084322855,4.828590971837997,47.12694486443124,1,0
58.2763582768963,61656.2707041918,6.093304645185185,48.104322633485,1,0
37.19015950331997,77957.6779719287,3.555396999093082,49.3998376102636,1,0
37.19035651660983,48434.36764288193,0.6175691407068675,53.852054328401806,1,1
58.9505537860887,75012.30746652621,0.09456005958824931,49.99736798733157,1,0
49.20921674983491,48274.91891479668,5.999820251210529,48.666048111627326,1,0
34.366307368780575,47285.591812546736,1.5141860127232678,63.08918309356186,1,0
46.51072052303158,72278.9192751482,0.9190247543016186,55.6559607975085,1,0
34.43898768625046,73829.04567011425,2.4743699337211953,40.41196145629239,1,0
34.411242957156915,72771.14905143982,1.638832660016699,57.40673914335724,1,1
42.90354725879241,40263.03887672788,3.1637804309921203,55.24107003183339,1,0
17.040637064106427,53010.73532891924,1.9837436478875299,44.54726274418781,1,0
19.300986009843605,72344.82888004983,3.5843766301226903,57.92138426362161,1,0
33.25254964910833,60623.12760845842,5.760618690064169,48.4242739877696,0,1
27.846026555986914,43894.60730703804,0.6528155404182487,47.78326527874899,1,0
43.77096799114329,66874.76908688163,1.1988944331423288,47.510868825670656,1,0
29.103711093745467,49277.891115127946,1.7224444486204646,25.718819430476007,1,0
23.052355583976503,86917.87272588318,9.815125228036754,44.733006670653985,1,0
57.587785227058646,83172.62193627388,1.3639673814387854,57.13173242125601,1,1
37.29068439416157,69061.4613953335,1.4394339816394401,49.77588757096237,1,0
40.81033845625509,80415.1005715466,3.1793794940344764,37.148135701442506,1,0
22.903021765438517,60971.87025185072,1.6300449479126982,59.646312551920374,1,0
33.467407305697805,71481.56241562523,9.061535026567075,47.013998404566046,1,1
41.33107107651839,82165.80442953113,6.746244781980614,37.78424509338477,0,1
26.188077070932366,63682.48022691469,2.1609926633756107,72.06012461671016,1,1
44.508376220148065,56172.19242728574,3.1050136381464783,39.46827405512244,1,0
32.79233572097434,34430.670627343265,0.17934734563579408,58.7949151128571,1,0
36.49967500248068,58752.99711417759,3.5695246478066744,42.30685899145396,1,0
32.77952065324724,72351.34776843467,3.6848054348481947,51.35826834573822,1,0
62.22733821410725,74184.50141351444,1.335110352135251,40.978190366318245,1,0
39.83803330314479,67565.47598577615,0.7441646473998684,37.606958187263416,1,0
27.307468852529198,51880.5135755664,7.398080467375841,55.22202544671409,1,0
49.870538945238266,30347.676465786142,1.6690640625517772,54.052905451344,1,0
25.349876200347733,52571.77352992897,3.18140236913931,61.44649444219064,0,0
42.50636314005706,55434.82693419073,0.10169057050365937,49.65618069704137,1,0
16.483958513442694,55306.06549214979,1.6036503441184673,72.20351794126492,1,1
24.061767413218835,69278.34535466887,5.0990531849903995,52.68346667437036,1,0
42.36233483042948,89785.1461652226,1.4709912796469415,55.66774681237212,1,1
48.86159895994493,61852.938027616394,2.772675076926167,36.41570754892771,1,0
42.05641937427965,56749.02316265307,0.7066194574368099,43.859156848774695,1,0
38.612220611341115,56111.672804938615,1.616264355305384,55.19679700515977,1,0
36.386755652928535,61865.77150361571,7.878210248780038,49.15772237586417,0,0
22.257736115590873,47575.593594774014,2.5072565547625763,51.87683135034636,1,0
31.3618694992635,61802.97838119083,6.966265943294319,41.83506244285806,0,1
34.47233474848255,66762.185044977,6.9689542598168845,51.21946973471621,0,1
52.68546671462699,63145.290953617325,8.655139111848877,51.18545891591736,1,1
44.12341947482154,66863.12901007172,6.772595996945864,38.19564980114761,1,0
18.843518135647194,66506.21414022802,0.00985957115343462,56.4254984468059,1,0
43.88900763273754,33421.549766303346,8.154978577314571,32.99935053082031,1,0
35.3790126350042,69553.05237593105,0.4436193121049225,51.84238080597684,1,1
31.876935996328495,49934.7773150632,0.12223552713503158,67.655926938255,1,1
47.34011546609042,43562.41255494063,0.17094475120328417,56.80550537819082,1,1
52.371994269951415,43433.22258217506,1.287350737833011,56.74299246037104,1,0
51.175361429394385,66503.12415708794,2.9091068461424174,41.02573325051315,1,0
29.929389721328338,56661.37609162721,1.5440551680028953,67.69062053152861,1,0
36.28945148978543,34770.46824021884,0.0776594001489285,63.76718094602289,1,1
43.97516117684277,67170.56722788425,1.941555230041815,41.564099771044326,1,0
51.70654152546831,38405.87803801759,1.7508919475958455,45.25236758185123,1,0
